"Sequence_Name" "mcg" "gvh" "alm" "mit" "erl" "pox" "vac" "nuc" "Localization_site"
"275" "TFS2_YEAST" 0.61 0.3 0.59 0.12 0.5 0 0.49 0.27 "NUC"
"276" "DUN1_YEAST" 0.37 0.53 0.46 0.23 0.5 0 0.47 0.22 "NUC"
"277" "DUR3_YEAST" 0.83 0.58 0.33 0.04 0.5 0 0.53 0.22 "ME2"
"278" "EF1B_YEAST" 0.39 0.45 0.53 0.18 0.5 0 0.54 0.22 "CYT"
"279" "EF2_YEAST" 0.52 0.54 0.5 0.21 0.5 0 0.48 0.3 "CYT"
"280" "EGD1_YEAST" 0.35 0.39 0.57 0.11 0.5 0 0.48 0.22 "NUC"
"281" "ATN2_YEAST" 0.36 0.49 0.3 0.22 0.5 0 0.52 0.31 "ME3"
"282" "END2_YEAST" 0.78 0.7 0.32 0.23 0.5 0 0.53 0.22 "ME1"
"283" "END3_YEAST" 0.55 0.46 0.53 0.11 0.5 0 0.52 0.48 "CYT"
"284" "ENO1_YEAST" 0.45 0.56 0.54 0.32 0.5 0 0.57 0.22 "CYT"
"285" "ENO2_YEAST" 0.45 0.56 0.53 0.32 0.5 0 0.57 0.22 "CYT"
"286" "EPT1_YEAST" 0.29 0.43 0.4 0.15 0.5 0 0.53 0.22 "ME3"
"287" "ERD1_YEAST" 0.52 0.75 0.37 0.14 0.5 0 0.46 0.22 "ME3"
"288" "ERD2_YEAST" 0.71 0.56 0.39 0.27 0.5 0 0.52 0.22 "ME2"
"289" "ERG1_YEAST" 0.58 0.6 0.43 0.12 0.5 0 0.55 0.22 "ME3"
"290" "THIL_YEAST" 0.54 0.65 0.49 0.34 0.5 0 0.52 0.22 "CYT"
"291" "CP51_YEAST" 0.57 0.59 0.44 0.16 0.5 0 0.52 0.22 "ME2"
"292" "KIME_YEAST" 0.59 0.58 0.46 0.19 0.5 0 0.56 0.27 "CYT"
"293" "ERG2_YEAST" 0.92 0.61 0.4 0.22 0.5 0 0.54 0.22 "ME2"
"294" "FPPS_YEAST" 0.55 0.56 0.45 0.14 0.5 0 0.54 0.22 "CYT"
"295" "ER24_YEAST" 0.63 0.61 0.41 0.22 0.5 0 0.51 0.22 "ME3"
"296" "ERG3_YEAST" 0.58 0.53 0.38 0.18 0.5 0 0.52 0.22 "ME3"
"297" "ERG4_YEAST" 0.36 0.46 0.43 0.19 0.5 0 0.48 0.22 "ME3"
"298" "ERG6_YEAST" 0.32 0.47 0.55 0.12 0.5 0 0.52 0.22 "CYT"
"299" "ERG7_YEAST" 0.34 0.38 0.45 0.19 0.5 0 0.51 0.22 "ME2"
"300" "ERG8_YEAST" 0.62 0.58 0.46 0.13 0.5 0 0.53 0.22 "CYT"
"301" "FDFT_YEAST" 0.53 0.68 0.42 0.19 0.5 0 0.53 0.22 "ME3"
"302" "ERS1_YEAST" 0.73 0.55 0.41 0.16 0.5 0 0.46 0.22 "ME2"
"303" "ESP1_YEAST" 0.55 0.46 0.46 0.31 0.5 0 0.58 0.48 "NUC"
"304" "EST1_YEAST" 0.35 0.6 0.47 0.13 0.5 0 0.52 0.43 "NUC"
"305" "EUG1_YEAST" 0.77 0.8 0.51 0.4 1 0 0.54 0.22 "ERL"
"306" "EXG1_YEAST" 0.77 0.87 0.47 0.37 0.5 0 0.48 0.22 "EXC"
"307" "LCF2_YEAST" 0.35 0.46 0.49 0.15 1 0 0.55 0.35 "CYT"
"308" "FAD1_YEAST" 0.43 0.51 0.48 0.14 0.5 0 0.5 0.22 "CYT"
"309" "FAS1_YEAST" 0.57 0.61 0.45 0.26 0.5 0 0.5 0.22 "CYT"
"310" "FAS2_YEAST" 0.63 0.62 0.42 0.12 0.5 0 0.52 0.25 "CYT"
"311" "COAC_YEAST" 0.25 0.4 0.51 0.18 0.5 0 0.5 0.27 "CYT"
"312" "ALF_YEAST" 0.56 0.62 0.53 0.24 0.5 0 0.57 0.22 "CYT"
"313" "F16P_YEAST" 0.58 0.6 0.51 0.24 0.5 0 0.53 0.22 "CYT"
"314" "F26_YEAST" 0.71 0.59 0.53 0.15 0.5 0 0.49 0.33 "CYT"
"315" "FCY2_YEAST" 0.46 0.35 0.33 0.17 0.5 0 0.55 0.22 "ME3"
"316" "FET3_YEAST" 0.54 0.55 0.42 0.22 0.5 0 0.48 0.22 "ME3"
"317" "FET4_YEAST" 0.39 0.44 0.28 0.12 0.5 0 0.46 0.27 "ME3"
"318" "FHL1_YEAST" 0.33 0.44 0.49 0.08 0.5 0 0.48 0.49 "NUC"
"319" "FLO1_YEAST" 0.81 0.82 0.41 0.36 0.5 0 0.39 0.22 "EXC"
"320" "FOX2_YEAST" 0.69 0.6 0.51 0.13 0.5 0.83 0.52 0.22 "POX"
"321" "THIK_YEAST" 0.46 0.48 0.44 0.21 0.5 0 0.55 0.22 "POX"
"322" "FKBP_YEAST" 0.35 0.36 0.57 0.17 0.5 0 0.52 0.22 "CYT"
"323" "FKB2_YEAST" 0.74 0.72 0.47 0.25 0.5 0 0.57 0.22 "ME1"
"324" "FKB3_YEAST" 0.54 0.57 0.52 0.19 0.5 0 0.59 0.67 "NUC"
"325" "FPS1_YEAST" 0.42 0.52 0.4 0.17 0.5 0 0.5 0.26 "ME3"
"326" "FRE1_YEAST" 0.91 0.77 0.34 0.47 0.5 0 0.52 0.31 "ME1"
"327" "YKW0_YEAST" 0.81 0.9 0.39 0.41 0.5 0 0.53 0.22 "ME2"
"328" "SYFA_YEAST" 0.45 0.4 0.56 0.14 0.5 0 0.54 0.22 "CYT"
"329" "SYFB_YEAST" 0.47 0.47 0.58 0.16 0.5 0 0.49 0.28 "CYT"
"330" "FUMH_YEAST" 0.41 0.39 0.51 0.52 0.5 0 0.49 0.22 "CYT"
"331" "FU34_YEAST" 0.37 0.34 0.32 0.22 0.5 0 0.56 0.22 "ME3"
"332" "FUR1_YEAST" 0.69 0.6 0.5 0.31 0.5 0 0.55 0.22 "CYT"
"333" "FUR4_YEAST" 0.35 0.56 0.36 0.3 0.5 0 0.53 0.25 "ME3"
"334" "FUS1_YEAST" 0.84 0.66 0.36 0.78 0.5 0 0.49 0.5 "ME1"
"335" "FUS3_YEAST" 0.51 0.58 0.54 0.29 0.5 0 0.53 0.22 "CYT"
"336" "FZF1_YEAST" 0.37 0.43 0.62 0.27 0.5 0 0.48 0.22 "NUC"
"337" "GAC1_YEAST" 0.55 0.66 0.57 0.32 0.5 0 0.57 0.34 "CYT"
"338" "GAL1_YEAST" 0.48 0.35 0.42 0.21 0.5 0 0.57 0.22 "CYT"
"339" "GALX_YEAST" 0.62 0.58 0.52 0.15 0.5 0 0.52 0.29 "CYT"
"340" "GALY_YEAST" 0.56 0.59 0.53 0.16 0.5 0 0.24 0.42 "NUC"
"341" "GAL2_YEAST" 0.44 0.51 0.37 0.15 0.5 0 0.51 0.22 "ME3"
"342" "GAL4_YEAST" 0.44 0.44 0.49 0.15 0.5 0 0.46 0.27 "NUC"
"343" "GAL7_YEAST" 0.5 0.5 0.48 0.17 0.5 0 0.47 0.26 "CYT"
"344" "GAL8_YEAST" 0.6 0.6 0.49 0.3 0.5 0 0.53 0.22 "NUC"
"345" "GAP1_YEAST" 0.49 0.46 0.34 0.21 0.5 0 0.55 0.22 "ME3"
"346" "GAR1_YEAST" 0.35 0.68 0.57 0.4 0.5 0 0.53 0.36 "NUC"
"347" "GAS1_YEAST" 0.7 0.69 0.43 0.33 0.5 0 0.58 0.22 "ME1"
"348" "GBP2_YEAST" 0.23 0.3 0.58 0.22 0.5 0 0.48 0.27 "NUC"
"349" "E2BG_YEAST" 0.45 0.42 0.52 0.2 0.5 0 0.5 0.25 "CYT"
"350" "IF2G_YEAST" 0.51 0.35 0.46 0.15 0.5 0 0.51 0.42 "CYT"
"351" "E2BD_YEAST" 0.42 0.39 0.47 0.13 0.5 0 0.5 0.27 "CYT"
"352" "E2BE_YEAST" 0.32 0.38 0.52 0.2 0.5 0 0.52 0.28 "CYT"
"353" "E2BB_YEAST" 0.59 0.65 0.52 0.3 0.5 0 0.46 0.31 "CYT"
"354" "GCN1_YEAST" 0.41 0.52 0.41 0.11 0.5 0 0.54 0.35 "CYT"
"355" "GCN2_YEAST" 0.37 0.33 0.5 0.12 0.5 0 0.51 0.54 "CYT"
"356" "E2BA_YEAST" 0.45 0.56 0.49 0.17 0.5 0 0.52 0.22 "CYT"
"357" "GCN4_YEAST" 0.56 0.54 0.59 0.14 0.5 0 0.52 0.27 "NUC"
"358" "GCN5_YEAST" 0.31 0.31 0.54 0.18 0.5 0 0.52 0.29 "NUC"
"359" "GCR1_YEAST" 0.27 0.51 0.47 0.35 0.5 0 0.49 0.28 "NUC"
"360" "GCR2_YEAST" 0.54 0.56 0.57 0.18 0.5 0 0.45 0.25 "NUC"
"361" "GCR3_YEAST" 0.17 0.38 0.45 0.09 0.5 0 0.54 0.27 "NUC"
"362" "GCS1_YEAST" 0.43 0.51 0.54 0.15 0.5 0 0.45 0.26 "NUC"
"363" "GCY_YEAST" 0.6 0.4 0.59 0.18 0.5 0 0.48 0.22 "CYT"
"364" "GDA1_YEAST" 0.91 0.69 0.57 0.45 0.5 0 0.56 0.22 "ME2"
"365" "DHE4_YEAST" 0.38 0.47 0.53 0.12 0.5 0 0.48 0.22 "CYT"
"366" "DHE2_YEAST" 0.59 0.43 0.52 0.19 0.5 0 0.55 0.27 "CYT"
"367" "GDI1_YEAST" 0.64 0.53 0.45 0.13 0.5 0 0.53 0.22 "CYT"
"368" "GEF1_YEAST" 0.49 0.31 0.34 0.13 0.5 0 0.52 0.22 "ME3"
"369" "GFA1_YEAST" 0.52 0.51 0.51 0.12 0.5 0 0.51 0.4 "CYT"
"370" "GLGB_YEAST" 0.49 0.43 0.48 0.15 0.5 0 0.55 0.25 "CYT"
"371" "PP12_YEAST" 0.49 0.47 0.52 0.16 0.5 0 0.53 0.28 "CYT"
"372" "HXKG_YEAST" 0.48 0.39 0.49 0.18 0.5 0 0.51 0.22 "CYT"
"373" "GLNA_YEAST" 0.44 0.34 0.55 0.18 0.5 0 0.52 0.22 "CYT"
"374" "GLN3_YEAST" 0.43 0.54 0.58 0.16 0.5 0 0.5 0.36 "NUC"
"375" "SYQ_YEAST" 0.49 0.42 0.54 0.17 0.5 0 0.5 0.36 "CYT"
"376" "GLO3_YEAST" 0.34 0.66 0.51 0.16 0.5 0 0.47 0.33 "NUC"
"377" "GLS1_YEAST" 0.2 0.34 0.33 0.1 0.5 0 0.48 0.31 "ME3"
"378" "6PGD_YEAST" 0.74 0.53 0.5 0.08 0.5 0 0.55 0.31 "CYT"
"379" "GOG5_YEAST" 0.69 0.48 0.38 0.15 0.5 0 0.55 0.22 "ME2"
"380" "GBA1_YEAST" 0.3 0.5 0.47 0.11 0.5 0 0.46 0.22 "CYT"
"381" "GPDA_YEAST" 0.44 0.51 0.48 0.38 0.5 0 0.52 0.22 "CYT"
"382" "PHSG_YEAST" 0.31 0.45 0.5 0.17 0.5 0 0.49 0.22 "CYT"
"383" "PMGY_YEAST" 0.55 0.41 0.56 0.21 0.5 0 0.52 0.22 "CYT"
"384" "PHO2_YEAST" 0.4 0.34 0.52 0.17 0.5 0 0.47 0.51 "NUC"
"385" "SYG_YEAST" 0.4 0.48 0.5 0.17 0.5 0 0.54 0.5 "CYT"
"386" "GSP1_YEAST" 0.58 0.48 0.56 0.1 0.5 0 0.46 0.25 "NUC"
"387" "GSP2_YEAST" 0.58 0.48 0.56 0.12 0.5 0 0.46 0.25 "NUC"
"388" "UGS1_YEAST" 0.58 0.45 0.48 0.24 0.5 0 0.52 0.37 "CYT"
"389" "UGS2_YEAST" 0.58 0.41 0.51 0.26 0.5 0 0.51 0.37 "CYT"
"390" "GTS1_YEAST" 0.41 0.6 0.53 0.29 0.5 0 0.47 0.43 "NUC"
"391" "GPDM_YEAST" 0.69 0.5 0.49 0.42 0.5 0 0.49 0.22 "MIT"
"392" "HAL1_YEAST" 0.38 0.49 0.61 0.13 0.5 0 0.54 0.22 "CYT"
"393" "CYP1_YEAST" 0.6 0.48 0.44 0.52 0.5 0 0.54 0.63 "NUC"
"394" "HAP2_YEAST" 0.47 0.49 0.63 0.17 0.5 0 0.31 0.26 "NUC"
"395" "HAP3_YEAST" 0.28 0.51 0.55 0.11 0.5 0 0.46 0.22 "NUC"
"396" "HAP4_YEAST" 0.56 0.57 0.63 0.39 1 0 0.59 0.4 "NUC"
"397" "HBS1_YEAST" 0.21 0.38 0.49 0.16 0.5 0 0.51 0.45 "CYT"
"398" "HCM1_YEAST" 0.46 0.57 0.57 0.15 0.5 0 0.52 0.26 "NUC"
"399" "HDF1_YEAST" 0.43 0.42 0.54 0.22 0.5 0 0.57 0.33 "NUC"
"400" "HEM1_YEAST" 0.57 0.59 0.5 0.58 0.5 0 0.53 0.22 "MIT"
"401" "DCUP_YEAST" 0.48 0.34 0.47 0.14 0.5 0 0.47 0.26 "CYT"
"402" "HEM6_YEAST" 0.35 0.4 0.53 0.18 0.5 0 0.42 0.38 "CYT"
"403" "HEMZ_YEAST" 0.47 0.45 0.53 0.62 0.5 0 0.46 0.22 "MIT"
"404" "HEM2_YEAST" 0.53 0.43 0.47 0.15 0.5 0 0.58 0.22 "CYT"
"405" "HEM3_YEAST" 0.46 0.45 0.56 0.16 0.5 0 0.56 0.22 "CYT"
"406" "HEX2_YEAST" 0.44 0.42 0.62 0.14 0.5 0 0.55 0.37 "NUC"
"407" "H4_YEAST" 0.37 0.34 0.58 0.24 0.5 0 0.44 0.18 "NUC"
"408" "H4_YEAST" 0.37 0.34 0.58 0.24 0.5 0 0.44 0.18 "NUC"
"409" "H3_YEAST" 0.39 0.39 0.55 0.52 0.5 0 0.37 0.16 "NUC"
"410" "H3_YEAST" 0.39 0.39 0.55 0.52 0.5 0 0.37 0.16 "NUC"
"411" "HIP1_YEAST" 0.48 0.46 0.38 0.29 0.5 0 0.53 0.22 "ME3"
"412" "HIR1_YEAST" 0.48 0.57 0.5 0.09 0.5 0 0.52 0.42 "NUC"
"413" "HIR2_YEAST" 0.61 0.57 0.45 0.21 0.5 0 0.5 0.42 "NUC"
"414" "HIS7_YEAST" 0.56 0.44 0.56 0.19 0.5 0 0.54 0.22 "CYT"
"415" "HMD1_YEAST" 0.51 0.63 0.3 0.35 0.5 0 0.53 0.27 "ME3"
"416" "HMD2_YEAST" 0.53 0.68 0.34 0.42 0.5 0 0.54 0.27 "ME3"
"417" "MAT1_YEAST" 0.37 0.22 0.64 0.35 0.5 0 0.47 0.22 "NUC"
"418" "MAT2_YEAST" 0.51 0.48 0.58 0.22 0.5 0 0.5 0.28 "NUC"
"419" "MTA1_YEAST" 0.49 0.37 0.59 0.17 0.5 0 0.51 0.22 "NUC"
"420" "MAT2_YEAST" 0.51 0.48 0.58 0.22 0.5 0 0.5 0.28 "NUC"
"421" "HO_YEAST" 0.53 0.53 0.53 0.17 0.5 0 0.49 0.37 "NUC"
"422" "HOP1_YEAST" 0.29 0.68 0.47 0.26 0.5 0 0.47 0.37 "NUC"
"423" "HPR1_YEAST" 0.5 0.45 0.49 0.15 0.5 0 0.55 0.43 "NUC"
"424" "HXTY_YEAST" 0.33 0.28 0.31 0.24 0.5 0 0.53 0.22 "ME3"
"425" "YJ64_YEAST" 0.85 0.85 0.3 0.31 0.5 0 0.55 0.42 "ME1"
"426" "HR25_YEAST" 0.43 0.39 0.51 0.28 0.5 0 0.4 0.22 "NUC"
"427" "HS83_YEAST" 0.61 0.54 0.49 0.16 0.5 0 0.54 0.42 "CYT"
"428" "HSF_YEAST" 0.34 0.35 0.61 0.19 0.5 0 0.52 0.25 "NUC"
"429" "CH10_YEAST" 0.55 0.53 0.56 0.29 0.5 0 0.48 0.22 "MIT"
"430" "H104_YEAST" 0.66 0.62 0.52 0.17 0.5 0 0.49 0.22 "CYT"
"431" "HS26_YEAST" 0.44 0.41 0.58 0.2 0.5 0 0.57 0.25 "CYT"
"432" "HS30_YEAST" 0.37 0.62 0.34 0.25 0.5 0 0.51 0.22 "ME3"
"433" "HS60_YEAST" 0.45 0.56 0.51 0.64 0.5 0 0.54 0.22 "MIT"
"434" "HSP7_YEAST" 0.38 0.46 0.52 0.75 0.5 0 0.5 0.26 "MIT"
"435" "HS82_YEAST" 0.61 0.54 0.49 0.19 0.5 0 0.54 0.47 "CYT"
"436" "H2A1_YEAST" 0.44 0.53 0.52 0.37 0.5 0 0.5 0.22 "NUC"
"437" "H2A2_YEAST" 0.44 0.53 0.52 0.37 0.5 0 0.5 0.22 "NUC"
"438" "H2B1_YEAST" 0.32 0.34 0.61 0.17 0.5 0 0.52 0.32 "NUC"
"439" "H2B2_YEAST" 0.34 0.34 0.61 0.18 0.5 0 0.52 0.32 "NUC"
"440" "SYH_YEAST" 0.51 0.68 0.49 0.59 0.5 0 0.54 0.27 "MIT"
"441" "HXKA_YEAST" 0.41 0.3 0.49 0.28 0.5 0 0.54 0.22 "CYT"
"442" "HXKB_YEAST" 0.41 0.43 0.5 0.28 0.5 0 0.5 0.22 "CYT"
"443" "HXT1_YEAST" 0.3 0.5 0.34 0.26 0.5 0 0.51 0.22 "ME3"
"444" "HXT2_YEAST" 0.49 0.4 0.34 0.26 0.5 0 0.5 0.22 "ME3"
"445" "HXT3_YEAST" 0.34 0.4 0.3 0.23 0.5 0 0.51 0.22 "ME3"
"446" "HXT4_YEAST" 0.43 0.44 0.3 0.18 0.5 0 0.51 0.22 "ME3"
"447" "HXT5_YEAST" 0.43 0.45 0.37 0.12 0.5 0 0.48 0.22 "ME3"
"448" "HXT6_YEAST" 0.45 0.57 0.3 0.17 0.5 0 0.51 0.22 "ME3"
"449" "HXT7_YEAST" 0.45 0.57 0.3 0.17 0.5 0 0.51 0.22 "ME3"
"450" "HXT8_YEAST" 0.42 0.44 0.33 0.17 0.5 0 0.54 0.27 "ME3"
"451" "ACEA_YEAST" 0.52 0.5 0.53 0.1 0.5 0 0.48 0.22 "POX"
"452" "IDH1_YEAST" 0.53 0.56 0.49 0.46 0.5 0 0.52 0.22 "MIT"
"453" "IDH2_YEAST" 0.45 0.54 0.54 0.62 0.5 0 0.53 0.22 "MIT"
"454" "IPPI_YEAST" 0.51 0.43 0.63 0.18 0.5 0 0.52 0.22 "CYT"
"455" "IDHP_YEAST" 0.51 0.52 0.48 0.5 0.5 0 0.51 0.22 "MIT"
"456" "IF2M_YEAST" 0.55 0.49 0.5 0.46 0.5 0 0.52 0.25 "MIT"
"457" "SYI_YEAST" 0.5 0.46 0.52 0.16 0.5 0 0.52 0.26 "CYT"
"458" "THDH_YEAST" 0.5 0.53 0.45 0.44 0.5 0 0.49 0.22 "MIT"
"459" "ILVB_YEAST" 0.45 0.59 0.53 0.74 0.5 0 0.47 0.25 "MIT"
"460" "ILV5_YEAST" 0.57 0.61 0.55 0.67 0.5 0 0.48 0.22 "MIT"
"461" "IME1_YEAST" 0.54 0.45 0.62 0.13 0.5 0 0.52 0.26 "NUC"
"462" "IMP1_YEAST" 0.67 0.51 0.53 0.28 0.5 0 0.51 0.22 "MIT"
"463" "IMP2_YEAST" 0.35 0.49 0.47 0.22 0.5 0 0.5 0.28 "MIT"
"464" "IATP_YEAST" 0.47 0.63 0.66 0.45 0.5 0 0.37 0.11 "MIT"
"465" "INO1_YEAST" 0.51 0.34 0.43 0.18 0.5 0 0.48 0.25 "CYT"
"466" "INO2_YEAST" 0.56 0.45 0.59 0.14 0.5 0 0.51 0.26 "NUC"
"467" "INO4_YEAST" 0.45 0.38 0.59 0.18 0.5 0 0.44 0.45 "NUC"
"468" "IPYR_YEAST" 0.43 0.51 0.6 0.25 0.5 0 0.55 0.22 "CYT"
"469" "IRA1_YEAST" 0.47 0.59 0.43 0.13 0.5 0 0.56 0.3 "ME3"
"470" "IRA2_YEAST" 0.4 0.45 0.42 0.17 0.5 0 0.54 0.26 "ME3"
"471" "IRE1_YEAST" 0.89 0.81 0.36 0.71 0.5 0 0.55 0.63 "ME1"
"472" "IS42_YEAST" 0.58 0.55 0.52 0.22 0.5 0 0.44 0.22 "MIT"
"473" "ISP6_YEAST" 0.59 0.57 0.46 0.14 0.5 0 0.52 0.22 "MIT"
"474" "ITR1_YEAST" 0.49 0.41 0.32 0.21 0.5 0 0.5 0.32 "ME3"
"475" "ITR2_YEAST" 0.35 0.53 0.35 0.33 0.5 0 0.5 0.32 "ME3"
"476" "IXR1_YEAST" 0.42 0.32 0.61 0.13 0.5 0 0.14 0.27 "NUC"
"477" "YJ12_YEAST" 0.5 0.46 0.42 0.32 0.5 0 0.56 0.55 "ME3"
"478" "YJ13_YEAST" 0.68 0.5 0.43 0.27 0.5 0 0.61 0.22 "ME2"
"479" "YJ16_YEAST" 0.5 0.45 0.49 0.3 0.5 0 0.47 0.4 "NUC"
"480" "ACOX_YEAST" 0.46 0.41 0.5 0.44 0.5 0 0.53 0.22 "MIT"
"481" "YJ36_YEAST" 0.32 0.36 0.34 0.19 0.5 0 0.55 0.26 "ME3"
"482" "YJ43_YEAST" 0.4 0.51 0.42 0.13 0.5 0 0.45 0.25 "ME3"
"483" "YJ49_YEAST" 0.7 0.73 0.37 0.37 0.5 0 0.48 0.31 "ME1"
"484" "YJ51_YEAST" 0.81 0.76 0.32 0.37 0.5 0 0.51 0.22 "ME2"
"485" "YJ90_YEAST" 0.65 0.61 0.39 0.3 0.5 0 0.57 0.28 "ME3"
"486" "YJ91_YEAST" 0.47 0.43 0.35 0.32 0.5 0 0.54 0.22 "ME3"
"487" "JNM1_YEAST" 0.42 0.25 0.6 0.14 0.5 0 0.45 0.22 "CYT"
"488" "KAR1_YEAST" 0.23 0.34 0.41 0.28 0.5 0 0.5 0.27 "NUC"
"489" "GR78_YEAST" 0.85 0.56 0.33 0.38 1 0 0.55 0.25 "ERL"
"490" "KAR3_YEAST" 0.34 0.31 0.6 0.37 0.5 0 0.5 0.3 "NUC"
"491" "KEM1_YEAST" 0.59 0.53 0.47 0.26 0.5 0 0.53 0.31 "NUC"
"492" "KEX1_YEAST" 0.67 0.63 0.34 0.41 0.5 0 0.6 0.33 "ME1"
"493" "KEX2_YEAST" 0.7 0.73 0.38 0.36 0.5 0 0.54 0.22 "ME1"
"494" "ODO1_YEAST" 0.54 0.51 0.54 0.52 0.5 0 0.47 0.25 "MIT"
"495" "ODO2_YEAST" 0.53 0.5 0.54 0.56 0.5 0 0.49 0.41 "MIT"
"496" "KHR1_YEAST" 0.84 0.63 0.38 0.23 0.5 0 0.53 0.22 "EXC"
"497" "KHS1_YEAST" 0.89 0.77 0.36 0.34 0.5 0 0.44 0.22 "EXC"
"498" "KIN1_YEAST" 0.48 0.43 0.45 0.17 0.5 0 0.48 0.37 "ME3"
"499" "KIN2_YEAST" 0.36 0.35 0.47 0.22 0.5 0 0.44 0.31 "ME3"
"500" "KI28_YEAST" 0.57 0.49 0.48 0.16 0.5 0 0.51 0.22 "NUC"
"501" "KIP1_YEAST" 0.43 0.52 0.53 0.52 1 0 0.49 0.22 "CYT"
"502" "KIP2_YEAST" 0.38 0.49 0.54 1 0.5 0 0.5 0.27 "CYT"
"503" "SMI1_YEAST" 0.43 0.32 0.56 0.27 0.5 0 0.47 0.27 "NUC"
"504" "KRE1_YEAST" 0.84 0.87 0.45 0.54 0.5 0 0.28 0.22 "ME1"
"505" "KR11_YEAST" 0.27 0.56 0.56 0.18 0.5 0 0.52 0.22 "CYT"
"506" "KRE2_YEAST" 0.89 0.82 0.6 0.49 0.5 0 0.55 0.22 "ME2"
"507" "KRE5_YEAST" 0.86 0.92 0.5 0.37 1 0 0.53 0.32 "ERL"
"508" "KRE6_YEAST" 0.37 0.55 0.29 0.32 0.5 0 0.51 0.22 "ME3"
"509" "KRE9_YEAST" 0.87 0.83 0.57 0.36 0.5 0 0.36 0.22 "EXC"
"510" "SYKC_YEAST" 0.43 0.45 0.54 0.14 0.5 0 0.5 0.31 "CYT"
"511" "KSS1_YEAST" 0.52 0.48 0.54 0.28 0.5 0 0.54 0.22 "NUC"
"512" "KTR1_YEAST" 0.77 0.6 0.42 0.33 0.5 0 0.57 0.22 "ME2"
"513" "KTR2_YEAST" 0.76 0.74 0.56 0.34 0.5 0 0.51 0.3 "ME2"
"514" "KTR3_YEAST" 0.58 0.76 0.4 0.37 0.5 0 0.54 0.3 "ME2"
"515" "KTR4_YEAST" 0.94 0.6 0.33 0.49 0.5 0 0.54 0.22 "ME2"
"516" "MSF1_YEAST" 0.36 0.44 0.57 0.18 0.5 0 0.42 0.22 "MIT"
"517" "LAG1_YEAST" 0.42 0.51 0.39 0.22 0.5 0 0.49 0.26 "ME3"
"518" "BLH1_YEAST" 0.52 0.48 0.58 0.55 0.5 0 0.48 0.22 "CYT"
"519" "AMPL_YEAST" 0.42 0.32 0.48 0.16 0.5 0 0.55 0.22 "VAC"
"520" "LAS1_YEAST" 0.43 0.38 0.51 0.24 0.5 0 0.46 0.33 "NUC"
"521" "ODP2_YEAST" 0.48 0.57 0.52 0.61 0.5 0 0.51 0.22 "MIT"
"522" "LCB1_YEAST" 0.83 0.53 0.52 0.2 0.5 0 0.48 0.25 "ME2"
"523" "LCB2_YEAST" 0.36 0.34 0.46 0.19 0.5 0 0.52 0.22 "ME2"
"524" "LEU2_YEAST" 0.51 0.43 0.47 0.19 0.5 0 0.52 0.37 "CYT"
"525" "LEU3_YEAST" 0.54 0.54 0.49 0.14 0.5 0 0.56 0.22 "CYT"
"526" "LEUR_YEAST" 0.44 0.41 0.44 0.13 0.5 0 0.49 0.42 "NUC"
"527" "LEU1_YEAST" 0.52 0.62 0.54 0.19 0.5 0 0.5 0.22 "MIT"
"528" "LGT3_YEAST" 0.46 0.4 0.38 0.18 0.5 0 0.49 0.22 "ME3"
"529" "LIP5_YEAST" 0.68 0.5 0.55 0.65 0.5 0 0.46 0.31 "MIT"
"530" "LOS1_YEAST" 0.53 0.44 0.47 0.22 0.5 0 0.53 0.22 "NUC"
"531" "DLDH_YEAST" 0.48 0.48 0.5 0.47 0.5 0 0.55 0.22 "MIT"
"532" "LYP1_YEAST" 0.46 0.14 0.36 0.21 0.5 0 0.5 0.25 "ME3"
"533" "LYS1_YEAST" 0.5 0.45 0.48 0.17 0.5 0 0.5 0.26 "CYT"
"534" "LY14_YEAST" 0.44 0.53 0.43 0.17 0.5 0 0.54 0.75 "NUC"
"535" "LYS2_YEAST" 0.46 0.47 0.46 0.16 0.5 0 0.51 0.22 "CYT"
"536" "MAC1_YEAST" 0.52 0.49 0.57 0.57 0.5 0 0.51 0.22 "NUC"
"537" "MAD1_YEAST" 0.62 0.64 0.56 0.2 0.5 0 0.48 0.33 "NUC"
"538" "MAG_YEAST" 0.46 0.32 0.58 0.17 0.5 0 0.61 0.25 "NUC"
"539" "MK11_YEAST" 0.78 0.48 0.47 0.3 0.5 0 0.53 0.47 "ME2"
"540" "MK16_YEAST" 0.49 0.62 0.65 0.18 0.5 0 0.46 0.43 "NUC"
"541" "MAK3_YEAST" 0.5 0.34 0.62 0.19 0.5 0 0.57 0.22 "CYT"
"542" "MA3T_YEAST" 0.39 0.37 0.33 0.23 0.5 0 0.53 0.26 "ME3"
"543" "MA3S_YEAST" 0.39 0.37 0.56 0.15 0.5 0 0.5 0.27 "CYT"
"544" "MA3R_YEAST" 0.33 0.37 0.54 0.28 0.5 0 0.53 0.27 "NUC"
"545" "MA6T_YEAST" 0.39 0.37 0.33 0.23 0.5 0 0.52 0.26 "ME3"
"546" "MA6R_YEAST" 0.33 0.38 0.53 0.26 0.5 0 0.52 0.27 "NUC"
"547" "AMPM_YEAST" 0.48 0.51 0.57 0.24 0.5 0 0.5 0.22 "CYT"
"548" "MPP2_YEAST" 0.5 0.62 0.54 0.66 0.5 0 0.49 0.22 "MIT"
