"mcg" "gvh" "alm" "mit" "vac" "nuc" "yeast_sin.Localization_site"
"198" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "MIT"
"199" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"200" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.27,1]" "MIT"
"201" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"202" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "MIT"
"203" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"204" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"205" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"206" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"207" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"208" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"209" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "MIT"
"210" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"211" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"212" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"213" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"214" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "CYT"
"215" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"216" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"217" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "EXC"
"218" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "MIT"
"219" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME1"
"220" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ERL"
"221" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "VAC"
"222" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"223" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"224" "[0.54,1]" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"225" "[0.54,1]" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"226" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"227" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"228" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"229" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"230" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "POX"
"231" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"232" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "NUC"
"233" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "ME3"
"234" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "EXC"
"235" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "EXC"
"236" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.27,1]" "CYT"
"237" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"238" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"239" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"240" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"241" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "MIT"
"242" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "MIT"
"243" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "MIT"
"244" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0,0.22)" "CYT"
"245" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"246" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"247" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "MIT"
"248" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "MIT"
"249" "[0.54,1]" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"250" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"251" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "POX"
"252" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "NUC"
"253" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"254" "[0.54,1]" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"255" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "VAC"
"256" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.273,1]" "[0,0.49)" "[0.27,1]" "NUC"
"257" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.27,1]" "NUC"
"258" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"259" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"260" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "NUC"
"261" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "NUC"
"262" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "CYT"
"263" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"264" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "NUC"
"265" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"266" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "MIT"
"267" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"268" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"269" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "NUC"
"270" "[0.54,1]" "[0.13,0.45)" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"271" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"272" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "NUC"
"273" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "ME3"
"274" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"275" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "NUC"
"276" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"277" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"278" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"279" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0,0.49)" "[0.27,1]" "CYT"
"280" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"281" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "ME3"
"282" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME1"
"283" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"284" "[0.44,0.54)" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"285" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"286" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"287" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "ME3"
"288" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"289" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"290" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"291" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"292" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"293" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"294" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"295" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"296" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"297" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"298" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"299" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "ME2"
"300" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"301" "[0.44,0.54)" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"302" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "ME2"
"303" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"304" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"305" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ERL"
"306" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "EXC"
"307" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"308" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"309" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"310" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"311" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "CYT"
"312" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"313" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"314" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"315" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"316" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "ME3"
"317" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "ME3"
"318" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "NUC"
"319" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "EXC"
"320" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "POX"
"321" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "POX"
"322" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"323" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME1"
"324" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "NUC"
"325" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"326" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "ME1"
"327" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"328" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"329" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"330" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"331" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"332" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"333" "[0.11,0.44)" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"334" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "ME1"
"335" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"336" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"337" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "CYT"
"338" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"339" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"340" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "NUC"
"341" "[0.44,0.54)" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "ME3"
"342" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "NUC"
"343" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "CYT"
"344" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "NUC"
"345" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"346" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"347" "[0.54,1]" "[0.54,1]" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME1"
"348" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.27,1]" "NUC"
"349" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"350" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"351" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"352" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"353" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.27,1]" "CYT"
"354" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"355" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "CYT"
"356" "[0.44,0.54)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"357" "[0.54,1]" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"358" "[0.11,0.44)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "NUC"
"359" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.27,1]" "NUC"
"360" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.18,0.273)" "[0,0.49)" "[0.22,0.27)" "NUC"
"361" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "NUC"
"362" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"363" "[0.54,1]" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"364" "[0.54,1]" "[0.54,1]" "[0.54,1]" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"365" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "CYT"
"366" "[0.54,1]" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"367" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"368" "[0.44,0.54)" "[0.13,0.45)" "[0.21,0.48)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "ME3"
"369" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"370" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"371" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"372" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"373" "[0.44,0.54)" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"374" "[0.11,0.44)" "[0.54,1]" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "NUC"
"375" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0,0.18)" "[0.49,0.52)" "[0.27,1]" "CYT"
"376" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "NUC"
"377" "[0.11,0.44)" "[0.13,0.45)" "[0.21,0.48)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "ME3"
"378" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.27,1]" "CYT"
"379" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "ME2"
"380" "[0.11,0.44)" "[0.45,0.54)" "[0.21,0.48)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "CYT"
"381" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"382" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0.49,0.52)" "[0.22,0.27)" "CYT"
"383" "[0.44,0.54)" "[0.13,0.45)" "[0.54,1]" "[0.18,0.273)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"384" "[0.11,0.44)" "[0.13,0.45)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.27,1]" "NUC"
"385" "[0.44,0.54)" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "CYT"
"386" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"387" "[0.54,1]" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"388" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.18,0.273)" "[0.52,0.73]" "[0.27,1]" "CYT"
"389" "[0.54,1]" "[0.13,0.45)" "[0.48,0.54)" "[0.18,0.273)" "[0.49,0.52)" "[0.27,1]" "CYT"
"390" "[0.11,0.44)" "[0.54,1]" "[0.48,0.54)" "[0.273,1]" "[0,0.49)" "[0.22,0.27)" "NUC"
"391" "[0.54,1]" "[0.45,0.54)" "[0.48,0.54)" "[0.273,1]" "[0.49,0.52)" "[0.22,0.27)" "MIT"
"392" "[0.11,0.44)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0.52,0.73]" "[0.22,0.27)" "CYT"
"393" "[0.54,1]" "[0.45,0.54)" "[0.21,0.48)" "[0.273,1]" "[0.52,0.73]" "[0.27,1]" "NUC"
"394" "[0.44,0.54)" "[0.45,0.54)" "[0.54,1]" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
"395" "[0.11,0.44)" "[0.45,0.54)" "[0.48,0.54)" "[0,0.18)" "[0,0.49)" "[0.22,0.27)" "NUC"
